"BETA","Q10_RH","NPP_FLUX0","AERO_SCALE","DIFFUSIVITY","ECS"
0.50198627290533,1.52279123055911,54.5966481762184,1.05595072256426,2.53866264409714,2.43336508623367
0.364412443821198,1.29496735252984,50.1965026054808,1.09866646903286,2.51253958993565,1.7132409725613
0.544954426615589,2.47029913444346,52.2259266470882,0.938668646981653,2.14025964802738,2.71520460976013
0.63324131230593,1.59274755818393,59.1955637980667,1.0142691247781,2.39329557990023,3.4009233833254
0.438008073891987,2.43177387970108,53.9358481288757,1.07051153026628,2.50770373328847,2.0669949555157
0.434045184142734,1.15449205643751,53.2519556342602,0.824845495295278,2.31583955004879,2.04620797520935
0.475203235681935,1.60115594336354,68.1655501804771,1.31289257604392,2.58635005086858,2.27268913177227
0.447362835660127,1.61807714132135,95.5604503976383,0.671759580663718,2.33716893389482,2.1169059815625
0.674369599930867,0.919417098685645,55.9528882714917,1.15007025516309,2.53660780935074,3.77706223804837
0.390090395405634,1.39700153317836,30.4327795575774,1.08152286632888,2.40346414705329,1.8292017150273
0.646616380301369,0.930066556944833,49.1262603006601,0.909772261879825,2.32743724124977,3.51894310182332
0.631599890640681,1.00317211539891,63.2407531114571,1.00239758848075,2.2622734286938,3.38671511315884
0.539342219150462,1.5519720152556,36.8905876428558,1.10375958666898,2.49417591471731,2.6766155077998
0.536800834775405,2.31286540103703,56.920320256656,0.938180493464309,2.3035961041808,2.65932202180119
0.525336166955558,3.47883446012911,81.0643109471307,1.2653348468527,2.13513992339793,2.58268630669915
0.436804072994274,0.864182165336993,39.4375307649283,1.24500939225757,2.40560632367366,2.06065724292204
0.621067824153676,3.01301880016265,47.6952700691732,1.50221273680115,2.42277843247153,3.29695049933367
0.414844084386251,1.78788703146389,40.5827794208137,0.719486160130631,2.37020529270991,1.94841270805302
0.468071707318677,2.00696650478097,52.5926839231042,0.985528988538346,2.47961004914283,2.23172423600798
0.695520869358306,3.21059320358383,90.4288779691888,1.06780691977886,2.30753069519431,3.98642079254355
0.350485180370471,1.50868873771869,70.5203908612983,0.40282810610878,2.43439090947875,1.65345125267237
0.449504311810175,3.39495979673673,53.6526045982452,1.03398221417348,2.55506462685393,2.12850001012847
0.501188277591,1.33845905704134,49.2900621458382,0.681276839453655,2.45222636017133,2.42841743936425
0.652866001835645,0.974259341435183,68.3886832213004,0.833679226263646,2.42360925653166,3.5754842789177
0.495407446446016,4.22344008388771,63.714328510347,0.86791656865401,2.47424507268952,2.39287486714795
0.682125486162736,0.813523576349049,53.6848617081777,1.08795029227205,2.45382719389341,3.85252299764378
0.634104518239575,1.31815968166662,50.0190023388012,0.860147185463116,2.52335392391152,3.4084192595228
0.487541249383286,1.54785963100171,34.4162342500418,0.800743529330414,2.35071399336153,2.3453448007621
0.560414453888038,1.577946646748,49.395352782056,1.11752213089547,2.25097597118563,2.82440806112804
0.497027218950515,2.88782805018212,71.3715778631065,0.903367372464359,2.37684062507772,2.40278100555439
0.398012793985605,2.9663976283078,68.3794661049062,0.767284563880708,2.64671061099565,1.86653931673848
0.486768485504796,0.847413419853208,76.0413199125893,0.990915221293866,2.21535638625342,2.34072675147349
0.537901596091743,0.369207994233889,60.2795990194251,1.14409524649806,2.42933337548323,2.66679866838433
0.403556905645416,1.90486242209119,12.7167327972056,1.50953633278867,2.33091265980848,1.89312062009653
0.391124258810087,2.42493037258093,29.4812039062649,0.952753485001314,2.3526210809294,1.83403152960978
0.758346977522812,1.34223224955277,52.9223546177572,1.08634204019344,2.63675852037419,4.67923480214277
0.467053672269171,1.58660419284929,53.185452121627,0.781481490221315,2.32599108189113,2.22593698231458
0.650730165569638,0.587681244754029,56.2870822234658,1.17421690654787,2.30051597562652,3.55605961928696
0.576367399206629,1.91242331772378,50.285569239997,0.680043219563436,2.29083113063666,2.9416996009013
0.455197859435046,3.19024154702992,36.4889269806869,0.633140738457889,2.27609911992931,2.15963485722311
0.560073064622844,4.15309122171197,41.1364107081156,0.662326754674939,2.33732706674071,2.82194983850299
0.602477794959142,1.48785300361754,78.440492538903,1.18219095724108,2.21793849344577,3.1442747085028
0.512214010546947,3.84229753342092,63.3164895423013,0.991888245350042,2.53254037266391,2.49767778071932
0.506754508949587,5.38243746467962,36.4963830524436,1.05275862609531,2.32013726993288,2.46313938378159
0.447781082965551,2.52569118347301,67.2544137271683,0.595109699586206,2.37693106091465,2.11916541398732
0.442851991020108,1.15991888465904,77.223420324734,0.894362592372155,2.6206596831404,2.09269031083613
0.491452466181031,1.71833709814473,67.7683349852003,1.05733476805194,2.46315034969164,2.36885842447006
0.490707106735604,1.02613744739693,75.1437103269626,1.08665397862482,2.50041027140889,2.36435933024473
0.518777808463533,0.770168836325675,43.5342142384177,1.03796592783245,2.49066404231566,2.53984403014195
0.470245906866906,2.01063713105397,42.9623869066734,1.45898011908096,2.31716622505357,2.24413440299575
0.518565940726775,1.35623040143663,50.0678796866209,0.928943028240812,2.22248384509047,2.53847192462769
0.475485926669287,1.99823193719641,29.46422868083,1.17630945153021,2.23486643582237,2.27432836800472
0.677084486470122,3.24511768454225,48.4210894259066,1.47144622095041,2.51552812330376,3.80330703922492
0.712040943829339,1.61961449911022,63.0502743650595,1.34475608338038,2.44645862783343,4.15797831969849
0.737844170862892,1.33148345179161,58.2221746439763,0.818413471318422,2.32966672744412,4.44082985857794
0.518426893415536,1.49147326515977,66.4964013612327,1.03896806750072,2.32111732012253,2.53757182429431
0.52598703917545,0.837437179062535,65.1049724853074,0.900769779701641,2.47986321468203,2.58697733024832
0.528180332716511,2.09687487404022,45.2163850705464,1.2037868151923,2.50918392948887,2.60148967750924
0.536336783488873,5.75974059153058,60.8256829950544,0.81679939927924,2.4498925280539,2.65617635372161
0.472836305290098,1.20596328171923,71.4501335079637,0.681152437863511,2.38917858914326,2.25901032414118
0.558985731499662,1.14922858284606,74.2256840520476,1.08018960106258,2.38937654643281,2.81413458976136
0.669762341027698,2.75180054070509,66.7144294085523,0.861061095296921,2.41156597725144,3.7329376638885
0.473929847645317,1.94921249439526,57.0649808796849,0.653350917258532,2.4299616331751,2.26531978990219
0.493844342723219,0.704208993506378,45.4078384129187,1.03591437270075,2.48771651127149,2.38335402578511
0.507271566582658,0.33051578639498,52.1012354008911,1.09060108134359,2.29749379234684,2.46638986240074
0.362949140384345,2.07415809884658,62.5157862199808,0.734869858792382,2.31925549665522,1.70685869589991
