"","BETA","Q10_RH","NPP_FLUX0","AERO_SCALE","DIFFUSIVITY","ECS"
"1",0.409293425061458,3.49581116359992,91.8330055418742,0.821508122894348,2.21111186286982,2.7916446241826
"2",0.557742924211066,1.17410026058805,56.9610674100915,1.07444924443941,2.39488131686257,2.92882955725772
"3",0.638444117668306,1.95883198546737,62.7243620464176,1.1227246765899,2.43154936773422,2.95787438023037
"4",0.295430229737065,2.40306366954577,78.7518898259034,1.07659613261304,2.39755233992629,2.58919422346125
"5",0.572912468881105,2.00809711596553,65.0996476828118,1.16768730481937,2.25914273958737,1.72348877568356
"6",0.580605589215757,0.521661494653841,73.1880463467081,0.982068667632034,2.41070595831061,3.13705808383894
"7",0.472526003986535,1.69882296362198,52.1934229552397,0.96041239026141,2.50198055878042,2.91950430577817
"8",0.475336814421581,1.97670864589202,36.8735360002793,0.70574445797278,2.35825448670022,3.14335351470592
"9",0.473554800090672,0.770893522178518,52.0612197244576,1.42407726616586,2.55651682735373,2.69347616578364
"10",0.44099621709559,2.38589661043052,39.3426892853218,1.23272034535372,2.31406277534329,2.16685671041059
"11",0.482280730024645,2.97987897015956,60.4916925875549,0.65099644971097,2.35294842852506,4.50843776812086
"12",0.43016135551403,2.37917852776064,60.6788614913628,0.903949578093913,2.47234598153495,3.36667356799122
"13",0.452374610536201,1.14137930473981,33.606699640313,0.84550857160091,2.20986066035599,2.64830702331097
"14",0.536445881727627,0.705922659718805,35.0144286424035,0.940036328825441,2.54389960119542,2.67286342883682
"15",0.625949405897077,0.636182102597953,45.5945403908913,1.62222027078328,2.29997696306779,3.2804749256025
"16",0.518971450560923,2.22501406106998,41.5330353625996,0.940955367483184,2.46582978029344,2.7768001289843
"17",0.478899049419336,1.10656611641453,52.5062220437597,1.36105083861146,2.39719194886394,2.43736256966525
"18",0.438880458337019,1.33184544552304,74.3999966472054,1.06410883442621,2.29217795290126,4.41978232588315
"19",0.446282831973106,0.739288561254862,45.4813052486333,1.02940375787238,2.40647005565934,2.60622807220305
"20",0.771583517848934,1.36073284547151,74.0520780466026,0.797578390837998,2.41878336346047,3.36849257224443
"21",0.543408822015203,1.04344628534508,56.9354742214553,0.833096961383978,2.50365133641712,3.36245193664788
"22",0.480931410330906,1.98320771017659,48.1549779958082,1.03452320888011,2.50718661684236,2.12273610862361
"23",0.485945212764677,2.05751780684584,64.3864349623992,1.08987551268735,2.33477708228755,2.72512780878401
"24",0.575958944100585,0.927550971425924,38.1761607233139,0.911344884644033,2.45199001810495,3.46289244583473
"25",0.460627975306252,1.48908509984433,55.828603319166,1.1347974855423,2.26461140533329,2.52604266040745
"26",0.385179508961353,1.19747311592069,80.2169159122974,1.03657715535025,2.54937885262379,2.91687469637819
"27",0.587475572090073,1.8454530852049,74.2898753913738,1.19781410236218,2.44283855726245,3.60323334154342
"28",0.427634427703612,1.23398577281585,38.2320535097869,1.17383004498659,2.3550242142429,2.7527013292127
"29",0.528486169963582,0.954804140377664,67.7494231733221,0.934987753002784,2.56092332319498,2.85019263625599
"30",0.436405139883161,1.20975994339547,61.9224638352541,1.22004046194836,2.20264430003244,2.10863313076193
"31",0.640229754620026,1.33085571411827,60.0018468432852,0.63396162129469,2.24389582215865,3.2007470723395
"32",0.482440692113094,2.05938237668243,63.7395746119107,1.23877731135637,2.16576566048212,2.80179023856803
